x23,x25,x4,x5,x13,x15,x30,x17,x18,x24,x27,x28,x29,x40,y
-0.982123919,-4.332427479,1.438829077,1.114265899,0,0,0,1,-2.577166348,-6.098317816,1,0,0,-1.06048356,0
-0.982123919,-4.332427479,1.311265847,0.332511731,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.998998163,0
-0.982123919,-4.332427479,1.311265847,0.298772548,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.924944079,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-1.059352329,1
-0.982123919,-4.332427479,1.311265847,0.314203396,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.924934301,0
-0.982123919,-4.332427479,1.311265847,0.297628792,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.999028042,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,1,-2.577166348,-6.098317816,1,0,0,-0.720640642,1
-0.982123919,-4.332427479,1.311265847,0.374811063,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.924940148,1
-0.982123919,-4.332427479,-0.152518742,-0.017496913,0,0,1,1,-2.577166348,-6.098317816,0,0,0,0.435068564,1
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,1,-2.577166348,-6.098317816,0,0,0,-0.83317885,0
-0.982123919,-4.332427479,-0.333088427,-0.2336096,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.997584286,0
-0.982123919,-4.332427479,-0.236680815,-0.36998136,0,0,0,1,-2.577166348,-6.098317816,0,1,0,-1.06067421,0
-0.982123919,-4.332427479,0.799988293,0.437793214,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.720735215,0
-0.982123919,-4.332427479,1.311265847,0.314203396,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-1.060506988,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.999035358,0
-0.982123919,-4.332427479,1.311265847,0.314203396,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.834166369,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.998920904,0
-0.982123919,-4.332427479,1.311265847,0.314203396,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.999024837,0
-0.982123919,-4.332427479,-0.680750332,-0.640640117,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.924867211,1
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.995196233,0
-0.982123919,-4.332427479,0.147094138,-0.133391231,0,0,0,1,-2.577166348,-6.098317816,0,0,0,1.426017407,1
-0.982123919,-4.332427479,-0.267251727,-0.2336096,0,0,0,1,-2.577166348,-6.098317816,1,0,0,-0.991292292,0
-0.982123919,-4.332427479,-0.527460715,-0.462752868,0,0,0,1,-2.577166348,-6.098317816,0,1,0,-0.720567759,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,1,-2.577166348,-6.098317816,0,0,0,1.325968633,0
-0.982123919,-4.332427479,0.181856467,0.119818099,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-1.060591425,1
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,1,-2.577166348,-6.098317816,0,0,0,1.408243129,0
-0.982123919,-4.332427479,0.247308431,0.470799484,0,0,0,1,-2.577166348,-6.098317816,0,0,1,-1.057960996,0
-0.982123919,-4.332427479,1.311265847,0.314203396,0,0,1,1,-2.577166348,-6.098317816,0,0,0,-0.924947894,0
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,1,-2.577166348,-6.098317816,0,0,0,1.090223237,0
-0.982123919,-4.332427479,-0.009388811,0.043972552,0,0,0,1,-2.577166348,-6.098317816,1,0,0,-1.060204969,0
-0.982123919,-4.332427479,0.364945808,0.245995377,0,0,0,1,-2.577166348,-6.098317816,0,0,1,-0.827687171,1
-0.982123919,-4.332427479,0.456569418,0.230711698,0,0,0,1,-2.577166348,-6.098317816,0,0,1,-0.713801308,0
-0.982123919,-3.515840716,0.110782437,0.302651873,0,0,0,0,-0.440105907,-1.934481538,0,0,0,1.426017407,0
-0.982123919,-3.741745332,-1.725155356,-1.750818498,0,0,0,0,-0.440105907,-1.934481538,0,0,0,1.40777465,0
-0.982123919,-2.582445163,-0.574813866,-0.517983762,0,0,1,0,-0.541498684,-1.67643693,0,0,0,-1.060643947,1
-0.982123919,-2.735174483,-0.468009524,-0.393073421,0,0,0,0,-0.237331209,-1.934481538,1,0,0,1.172981806,0
-0.982123919,-3.294986408,-0.333088427,-0.2336096,0,0,0,0,1.332367429,-1.781810069,0,0,0,0.458643545,0
-0.982123919,-2.567554045,-1.725155356,-1.750818498,0,0,1,0,0.110504336,-1.816264769,0,0,0,0.246402953,0
-0.560049994,-1.89936685,1.311265847,0.314203396,0,0,1,0,-0.365436596,-1.86073902,0,0,0,-0.924949499,1
-0.982123919,-2.152750197,0.032772709,0.20721374,0,0,0,0,0.110504336,-0.117493866,0,0,0,-0.834201784,1
-0.982123919,-1.467404903,-1.725155356,-1.750818498,0,0,0,0,1.787141152,0.424301263,0,1,0,-1.060545552,0
-0.982123919,-3.788435712,1.438829077,1.453105276,0,0,0,0,-0.237331209,-1.934481538,1,0,0,-0.574746648,1
-0.982123919,-2.029188412,1.311265847,0.314203396,0,0,1,0,-0.854559091,-1.67643693,0,0,0,-0.834244033,0
-0.982123919,-1.718969454,1.311265847,0.314203396,0,0,1,0,-0.854559091,-1.67643693,0,0,0,-0.834248125,0
-0.982123919,-3.807321439,-0.692547114,-0.654218618,0,0,0,0,-0.226369569,-1.994388666,1,0,0,-0.720740974,0
-0.982123919,-1.939753555,-1.725155356,-1.750818498,0,0,1,0,-0.541498684,-1.878351134,0,0,0,-0.833906697,0
-0.982123919,-3.99648506,0.616822676,0.277054268,0,0,0,0,-0.031690131,-1.994388666,0,1,0,-0.720308041,0
-0.982123919,-2.886027641,-1.725155356,-1.750818498,0,0,1,0,-0.854559091,-1.659061239,0,0,0,-0.923862348,1
-0.982123919,-3.392402343,0.322654411,0.204958517,0,0,0,0,-0.226369569,-1.994388666,1,0,0,-0.574746877,1
-0.982123919,-3.439502782,0.595480001,0.905603686,0,0,0,0,-0.031690131,-1.673120236,0,0,1,-0.994725026,1
-0.343737108,-1.506314288,1.311265847,0.314203396,0,0,1,0,-0.541498684,-1.659061239,0,0,0,-0.924687175,0
-0.982123919,-3.36503124,-1.725155356,-1.750818498,0,0,0,0,0.110504336,-0.407711554,0,0,0,-0.922519952,0
-0.982123919,-2.802875491,-0.406664822,-0.320793498,0,0,0,0,0.88023016,0.28871311,1,0,0,-0.998563709,1
-0.982123919,0.531291525,-0.009388811,0.155833711,0,0,0,0,1.787141152,1.668367058,0,0,0,-0.720332978,0
-0.982123919,-1.509445022,1.311265847,0.314203396,0,0,0,0,0.88023016,0.28871311,0,0,0,-1.060134918,0
-0.343737108,-1.801224444,1.311265847,0.314203396,0,0,1,0,-0.237331209,-1.878351134,0,0,0,-0.924618308,0
-0.982123919,-1.564673075,1.311265847,0.218166014,0,0,1,0,0.88023016,0.28871311,0,0,0,-1.059413247,0
-0.982123919,-2.481648931,-1.725155356,-1.750818498,0,0,0,0,1.787141152,-0.746936983,0,0,0,1.35154826,0
-0.982123919,-2.888368288,-1.725155356,-1.750818498,0,0,0,0,-0.226369569,-1.980671225,0,0,0,1.379753042,1
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,0,0.009018617,-1.994388666,1,0,0,1.371821406,0
-0.982123919,-2.535867683,1.350598219,1.453105276,0,0,0,0,1.787141152,-1.994388666,0,0,0,-0.720258181,1
-0.982123919,-3.162026978,-1.725155356,-1.750818498,0,0,0,0,-0.237331209,-1.994388666,1,0,0,1.051107216,0
-0.982123919,-1.99134694,1.311265847,0.301512406,0,0,0,0,1.787141152,-0.746936983,0,0,0,-1.060300641,0
-0.982123919,-3.453495429,0.110782437,-0.038748452,0,0,0,0,-0.155053393,-1.994388666,1,0,0,-0.7204904,1
-0.982123919,-3.524442674,-0.12659977,0.013762535,0,0,0,0,-0.634387591,-1.994388666,0,1,0,-0.380462895,1
-0.982123919,0.526614174,-1.725155356,-1.750818498,0,0,0,0,1.787141152,1.668367058,0,0,0,0.946222339,1
-0.982123919,0.970987669,0.505140002,0.667124051,0,0,0,0,1.787141152,2.093869465,0,0,0,-0.923455698,1
-0.982123919,-2.636181523,1.311265847,0.314203396,0,0,0,0,0.229758326,-1.941681732,0,0,0,-1.058145884,0
-0.982123919,-2.496159855,-1.725155356,-1.750818498,0,0,1,0,0.229758326,-1.878351134,0,0,0,0.587857482,0
-0.982123919,-4.023576102,-0.12659977,-0.276396041,0,0,0,0,-0.634387591,-1.994388666,0,1,0,-0.574241739,1
-0.982123919,-2.08213076,1.438829077,1.453105276,0,0,0,0,-0.031690131,-0.407711554,0,0,0,-0.720655811,1
-0.982123919,-2.215273476,0.392072761,0.390013602,0,0,0,0,1.787141152,-0.746936983,0,0,0,0.703718785,1
-0.982123919,-2.277011146,-1.725155356,-1.750818498,0,0,0,0,0.011040133,-1.941681732,1,0,0,-0.916958634,0
0.153079074,-1.72062934,0.979051678,0.609381341,0,0,0,0,1.787141152,-1.994388666,1,0,0,-0.377699252,1
-0.982123919,-3.098860267,-1.725155356,-1.750818498,0,0,1,0,0.229758326,-1.815398884,0,0,0,-1.059913161,1
-0.982123919,-2.621047026,-1.725155356,-1.750818498,0,0,1,0,1.036182243,-1.878351134,0,0,0,-0.658052421,1
-0.982123919,-4.332427479,-0.333088427,-0.2336096,0,0,0,0,-0.461496067,-1.994388666,0,0,0,1.333107583,1
-0.982123919,-3.289663655,0.215218664,0.055194754,0,0,0,0,0.222191911,-1.659061239,0,0,0,1.121475288,1
-0.982123919,-2.832656531,-0.179437602,-0.049900471,0,0,0,0,-0.031690131,-1.673120236,0,0,1,1.385265298,1
-0.982123919,-5.28E-06,0.231415344,0.119544153,0,0,0,0,1.787141152,2.093869465,1,0,0,-1.059805613,1
-0.982123919,-0.906584747,-0.36877385,-0.275960578,0,0,0,0,0.88023016,0.28871311,0,0,0,-0.720333587,1
-0.982123919,-2.502398169,-1.725155356,-1.750818498,0,0,0,0,-0.021462669,-1.742636116,0,0,0,-0.998177492,0
-0.982123919,-2.063783558,0.456569418,0.731141971,0,0,0,0,1.787141152,1.668367058,1,0,0,-1.060676693,1
-0.982123919,-3.484507843,-1.725155356,-1.750818498,0,0,0,0,-0.461496067,-1.994388666,0,0,0,1.184397589,1
-0.982123919,-2.306339818,1.311265847,0.361974872,0,0,1,0,-0.541498684,-1.878351134,0,0,0,-0.998771794,1
-0.982123919,-1.727276585,1.311265847,0.314203396,0,0,1,0,-0.854559091,-1.659061239,0,0,0,-0.834248688,0
-0.982123919,-2.072945039,-1.725155356,-1.750818498,0,0,0,0,0.222191911,-1.742636116,1,0,0,-1.059905723,0
-0.982123919,-1.939753555,1.311265847,0.330296106,0,0,1,0,-0.541498684,-1.659061239,0,0,0,-0.999037855,0
-0.982123919,-2.737408666,0.764013177,0.683447286,0,0,1,0,-0.541498684,-1.659061239,0,0,0,-0.831845216,1
-0.982123919,-1.885427124,0.053015617,0.23193323,0,0,0,0,-0.031690131,-0.407711554,0,0,0,-0.924883467,1
0.266511441,1.788001658,-0.236680815,-0.17406769,0,0,0,0,1.787141152,2.093869465,0,0,0,-0.833770237,1
-0.982123919,-3.373216943,-1.725155356,-1.750818498,0,0,0,0,-0.440105907,-1.994388666,0,0,0,1.426017407,0
-0.982123919,-4.332427479,-0.236680815,-0.118593798,0,0,0,0,-0.440105907,-1.994388666,0,0,0,1.415148288,0
-0.258443002,-1.555145646,-1.725155356,-1.750818498,0,0,0,0,-0.226369569,-0.407711554,0,0,0,1.295687777,0
-0.982123919,-1.855986635,0.181856467,0.101565439,0,0,0,0,-0.031690131,-1.036767837,0,0,1,-0.714622108,1
-0.982123919,-2.837262639,0.948565328,1.354492085,0,0,0,0,-0.634387591,-1.994388666,0,1,0,-0.110600795,1
-0.982123919,-4.332427479,-1.725155356,-1.750818498,0,0,0,0,-0.634387591,-1.994388666,0,1,0,-0.720720693,0
-0.982123919,-2.614581998,-0.467141861,-0.392053756,0,0,0,0,-0.237331209,-1.994388666,1,0,0,-0.377796845,1
-0.982123919,1.974189393,-1.725155356,-1.750818498,0,0,0,0,1.787141152,2.093869465,0,0,0,-0.720251462,0
-0.982123919,-3.395152952,-1.725155356,-1.750818498,0,0,0,0,0.88023016,-1.994388666,0,0,0,1.416971896,1
-0.982123919,-1.875008338,1.438829077,1.453105276,0,0,0,0,0.88023016,0.28871311,0,0,0,-0.99867458,1
-0.982123919,-3.605934791,0.247308431,0.164500065,0,0,1,0,-0.854559091,-1.815398884,0,0,0,-0.919257566,1
-0.258443002,-2.586712087,0.053015617,0.23193323,0,0,0,0,-0.226369569,-1.994388666,0,0,0,1.426017407,0
-0.982123919,-2.407998099,0.528526206,0.222118926,0,0,0,0,1.787141152,-0.746936983,0,0,0,-1.060638718,0
-0.343737108,-2.42219316,-1.725155356,-1.750818498,0,0,0,0,0.222191911,-1.994388666,1,0,0,-0.569845814,1
-0.982123919,0.537831247,-0.009388811,0.155833711,0,0,0,0,1.787141152,1.668367058,0,0,0,0.895862656,0
-0.982123919,-2.326033761,-1.725155356,-1.750818498,0,0,1,0,-0.021462669,-1.878351134,0,0,0,-0.83422586,1
-0.982123919,-2.247932702,-0.236680815,-0.118593798,0,0,1,0,-0.854559091,-1.659061239,0,0,0,-1.060623987,0
-0.982123919,-4.332427479,0.405338551,0.667124051,0,0,0,0,-0.226369569,-1.994388666,1,0,0,-1.060579981,0
-0.982123919,-3.111392506,0.129142262,0.043972552,0,0,0,0,-0.031690131,-1.036767837,0,1,0,-1.060208396,1
-0.982123919,-1.614300939,1.311265847,0.305608626,0,0,1,0,-0.854559091,-1.659061239,0,0,0,-0.720695723,0
-0.982123919,-3.650519816,-1.725155356,-1.750818498,0,0,0,0,-0.461496067,-1.994388666,0,0,0,1.426017407,1
-0.982123919,-3.182511933,-1.725155356,-1.750818498,0,0,0,0,-0.281608475,-0.407711554,0,0,0,-0.99766208,0
-0.982123919,-3.177378107,0.364945808,0.616776136,0,0,0,0,0.222191911,-1.659061239,0,1,0,-0.834140278,0
-0.982123919,-2.288712309,-0.655503228,-0.611524872,0,0,1,0,0.250479281,-1.878351134,0,0,0,-1.06048435,0
-0.481790454,-2.002117012,1.311265847,0.287739733,0,0,1,0,-0.497547255,-1.878351134,0,0,0,-0.834250451,0
-0.481790454,-1.162945433,1.311265847,0.314203396,0,0,1,0,1.787141152,-0.746936983,0,0,0,-0.83425252,0
-0.982123919,-2.853435901,-1.725155356,-1.750818498,0,0,0,0,-0.155053393,-1.036767837,0,1,0,0.882292578,1
-0.982123919,-2.830355934,-1.725155356,-1.750818498,0,0,1,0,1.036182243,-1.878351134,0,0,0,-1.058259198,1
-0.478273171,-2.320113576,0.032772709,-0.118236135,0,0,0,0,-0.237331209,-1.994388666,1,0,0,1.188618699,1
-0.982123919,-2.397895285,1.311265847,0.314203396,0,0,0,0,-0.541498684,-1.941681732,0,0,0,-1.059975434,1
-0.982123919,-4.016779313,-1.725155356,-1.750818498,0,0,0,0,0.009018617,-1.994388666,0,0,0,1.417151248,0
-0.982123919,-1.71565199,0.231415344,0.451153994,0,0,0,0,1.787141152,-0.746936983,0,0,0,-0.720207507,0
-0.982123919,-2.3498184,1.438829077,1.453105276,0,0,1,0,-0.541498684,-1.659061239,0,0,0,-0.998964867,1
-0.982123919,-2.983422615,1.311265847,0.314203396,0,0,0,0,1.036182243,-1.941681732,0,0,0,-1.060117924,0
-0.982123919,-2.454865911,-0.36877385,-0.275960578,0,0,0,0,-0.437740089,-1.659061239,0,1,0,-0.718625293,0
-0.982123919,-2.82575964,-0.406664822,-0.346647721,0,0,0,0,0.88023016,0.28871311,1,0,0,-0.996905404,1
-0.982123919,-4.239092737,0.351070079,0.293730507,0,0,0,0,0.110504336,-1.994388666,1,0,0,-1.058436647,1
-0.982123919,-3.729418424,0.456569418,-0.069936466,0,0,0,0,-0.440105907,-1.994388666,0,0,0,1.426017407,0
-0.982123919,0.864065473,-1.725155356,-1.750818498,0,0,0,0,1.787141152,2.093869465,0,0,0,-0.998418464,1
-0.982123919,-2.093185831,1.311265847,0.413448351,0,0,0,0,1.036182243,-1.742636116,0,0,0,-1.060364065,1
-0.982123919,-1.923894817,1.350598219,1.175900819,0,0,0,0,1.787141152,-0.746936983,0,0,0,0.293435688,0
-0.982123919,-3.146750706,-0.29932446,-0.444939411,0,0,0,0,1.787141152,-0.746936983,0,1,0,-0.923108859,0
-0.982123919,-0.973817609,-0.12659977,-0.246912312,0,0,0,0,0.88023016,1.238972294,1,0,0,-0.924957349,0
-0.982123919,-0.772973371,0.091991775,0.004498949,0,0,0,0,0.718178762,0.294272197,0,0,0,-0.924614446,0
-0.982123919,-2.238294646,-1.725155356,-1.750818498,0,0,0,0,-0.155053393,-1.583182593,1,0,0,-0.574662415,1
-0.460686758,-1.08811264,-0.748786564,-0.718722339,0,0,0,0,-0.031690131,0.055419836,0,1,0,-0.834253535,0
-0.982123919,-1.890648069,1.438829077,1.453105276,0,0,0,0,0.549199801,-1.583182593,1,0,0,1.225851545,0
-0.982123919,-2.304376688,-1.725155356,-1.750818498,0,0,1,0,1.186708929,-1.741789733,0,0,0,-0.719693917,0
-0.982123919,-2.947445749,-1.725155356,-1.750818498,0,0,0,0,0.88023016,-1.741789733,0,1,0,1.369404473,1
-0.982123919,-3.190228514,-1.725155356,-1.750818498,0,0,0,0,0.549199801,-1.741789733,0,0,0,0.760909697,0
-0.982123919,-1.539321902,-1.331209581,-1.359796523,0,0,0,0,-0.155053393,-0.758512442,1,0,0,-0.998693967,1
0.295529024,-1.555145646,-0.179437602,-0.17406769,0,0,0,0,1.787141152,-1.741789733,0,0,0,-0.714012655,0
-0.982123919,-0.593076942,1.438829077,1.453105276,0,0,0,0,-0.418890438,0.294272197,0,0,0,-0.720333228,0
-0.982123919,-2.08765389,-0.267251727,-0.246493155,0,0,0,0,0.282257127,-0.143546369,0,1,0,-0.831611311,0
0.170665488,-1.25680649,1.311265847,0.314203396,0,0,0,0,-0.155053393,-1.735026561,0,1,0,-0.574747194,1
-0.982123919,-1.873274857,1.311265847,0.180061632,0,0,1,0,-0.973724593,-0.758512442,0,0,0,-1.059326653,0
0.66836099,-0.377729807,0.562576434,0.332511731,0,0,1,0,1.787141152,-0.143546369,0,0,0,-0.829615777,1
-0.982123919,-1.837066615,-0.29932446,-0.193427167,0,0,0,0,-0.155053393,-1.583182593,1,0,0,-0.573572941,0
0.107354399,-0.832657086,1.159785491,1.453105276,0,0,1,0,0.282257127,-0.143546369,0,0,0,-0.71748894,1
-0.982123919,-2.686404688,-1.725155356,-1.750818498,0,0,1,0,-0.771464774,-1.741789733,0,0,0,1.303534822,1
-0.982123919,-3.059088361,-0.526978419,-0.462189094,0,0,1,0,-0.328870579,-1.741789733,0,0,0,-0.924555622,1
-0.403530914,-0.539345252,1.438829077,1.453105276,0,0,0,0,0.88023016,1.238972294,1,0,0,-1.056417881,0
-0.982123919,-2.523277189,1.420605178,0.78783379,0,0,0,0,0.549199801,-1.583182593,1,0,0,-0.72073519,1
-0.982123919,-2.294578003,-1.725155356,-1.750818498,0,0,0,0,-0.27714914,-1.741789733,0,1,0,-0.573189125,0
-0.982123919,-3.029584149,-0.12659977,-0.217695669,0,0,0,0,-0.001108642,-1.741789733,0,0,0,-0.998658591,0
-0.982123919,-2.860392168,-1.725155356,-1.750818498,0,0,0,0,0.88023016,-1.741789733,0,0,0,1.426017407,0
0.107354399,-0.096628123,1.404780775,1.453105276,0,0,0,0,1.787141152,0.424301263,0,0,0,1.110458069,1
-0.982123919,-2.802875491,-0.489689079,-0.418525645,0,0,0,0,-0.771464774,-1.741789733,0,0,0,1.426017407,1
-0.982123919,-0.422230068,1.438829077,1.453105276,0,0,0,0,-0.418890438,0.294272197,0,0,0,-0.720333,0
-0.982123919,-2.300453826,1.311265847,0.417339367,0,0,0,0,-0.854559091,-1.301392759,0,0,0,-1.060363705,0
-0.982123919,-3.428354761,-1.725155356,-1.750818498,0,0,0,0,0.110504336,-1.741789733,0,0,0,-0.918583919,1
-0.982123919,-1.540901181,0.110782437,0.302651873,0,0,1,0,-0.031690131,-0.683866014,0,0,0,-0.922943311,1
-0.982123919,-1.837066615,-0.587064362,-0.532232448,0,0,0,0,-0.226369569,-0.683866014,0,0,0,1.192065638,1
0.987554396,0.575936324,1.322627891,1.198072464,0,0,0,0,-0.418890438,0.294272197,0,0,0,-0.379617738,1
-0.982123919,-3.064032562,0.392072761,0.166067472,0,0,0,0,-0.558802698,-1.583182593,1,0,0,-0.834245762,0
-0.982123919,-3.190228514,0.697935734,0.286352275,0,0,1,0,0.88023016,-1.741789733,0,0,0,1.39121492,1
-0.982123919,-2.556958309,-1.725155356,-1.750818498,0,0,0,0,0.110504336,-1.741789733,0,1,0,-0.720726913,1
-0.982123919,-2.582445163,-1.725155356,-1.750818498,0,0,1,0,1.787141152,-1.379608643,0,0,0,-0.991294309,1
-0.982123919,-1.767421652,-0.179437602,-0.049900471,0,0,0,0,1.787141152,-1.379608643,0,0,0,-0.999032344,1
-0.982123919,-2.851120472,-1.725155356,-1.750818498,0,0,0,0,-0.654953687,-1.226308507,0,0,0,1.310437943,0
-0.982123919,-1.320223417,-0.12659977,-0.155158595,0,0,0,0,0.549199801,0.055419836,0,0,0,-0.83426405,1
